Games Played,Player Hand,Dealer Hand,Win/Loss ($),Count
1062,20,21,-10,-1.093
1063,19,26,10,-0.798
1064,13,18,-10,-0.325
1065,19,20,-10,-0.658
1066,14,20,-10,-0.669
1067,12,23,10,-0.51
1068,9,21,-10,-0.689
1069,16,19,-10,0.0
1070,12,22,10,0.36
1071,21,17,20,0.735
1072,20,20,0,0.942
1073,21,20,15.0,0.191
1074,14,17,-10,0.388
1075,18,17,10,0.593
1076,12,23,10,0.605
1077,25,27,20,0.206
1078,20,19,10,-0.419
1079,19,17,10,-0.428
1080,19,20,-10,-0.655
1081,19,20,-10,-0.224
1082,19,19,0,-0.229
1083,15,23,10,0.0
1084,12,20,-10,0.726
1085,18,18,0,0.246
1086,19,19,0,0.761
1087,17,18,-20,1.3
1088,13,22,10,1.6
1089,19,17,10,1.642
1090,26,11,-10,1.686
1091,25,14,-10,1.444
1092,14,17,-20,1.783
1093,27,17,20,1.846
1094,19,18,10,2.247
1095,16,25,10,1.987
1096,22,20,-10,2.066
1097,16,21,-10,1.415
1098,20,21,-10,0.0
1099,18,18,0,0.0
1100,26,15,-10,0.0
1101,18,17,10,0.0
1102,12,19,-10,2.131
1103,23,17,-10,1.778
1104,19,17,10,2.321
1105,13,26,10,2.453
1106,21,18,10,-0.127
1107,16,18,-10,-0.127
1108,20,20,0,-0.642
1109,20,19,10,-0.78
1110,13,21,-10,-0.79
1111,19,19,0,-0.8
1112,20,19,10,-0.406
1113,16,17,-10,0.552
1114,21,15,15.0,0.279
1115,17,22,10,0.283
1116,19,25,10,0.431
1117,16,17,-10,0.583
1118,23,17,-10,0.891
1119,22,18,-10,0.754
1120,17,22,10,0.612
1121,18,20,-10,0.778
1122,22,12,-10,0.79
1123,18,17,10,0.48
1124,12,21,-10,0.324
1125,21,17,15.0,-0.164
1126,17,20,-10,-0.333
1127,24,14,-10,-0.339
1128,18,20,-10,-0.858
1129,22,18,-10,-1.047
1130,18,18,0,-0.71
1131,19,20,-10,-0.722
1132,15,24,10,-0.553
1133,18,27,10,-0.565
1134,26,18,-10,-0.773
1135,20,17,20,0.0
1136,20,18,20,1.024
1137,12,17,-20,1.468
1138,20,17,10,1.726
1139,13,19,-10,2.667
1140,17,20,-10,2.035
1141,14,21,-10,1.611
1142,20,21,-10,1.176
1143,21,19,15.0,0.479
1144,22,18,-10,0.739
1145,25,19,-10,0.761
1146,16,17,-10,1.04
1147,18,17,10,1.876
1148,26,18,-10,1.376
1149,18,18,0,0.843
1150,13,21,-10,0.867
1151,16,24,10,0.594
1152,21,18,20,0.612
1153,22,18,-10,0.315
1154,16,26,10,0.658
1155,18,17,10,0.68
1156,18,17,10,1.415
1157,24,20,-10,0.732
1158,13,17,-10,1.529
1159,21,10,15.0,1.182
1160,18,17,10,1.638
1161,14,22,10,2.149
1162,20,22,10,1.345
1163,20,20,0,0.468
1164,20,17,10,-0.972
1165,17,20,-10,-0.127
1166,20,21,-10,-0.639
1167,19,20,-10,-1.032
1168,16,23,10,-0.917
1169,21,15,15.0,-1.191
1170,16,21,-10,-0.806
1171,16,26,10,-0.819
1172,22,14,-10,-0.691
1173,19,18,10,-0.561
1174,12,22,10,-0.568
1175,18,19,-10,-0.578
1176,20,21,-10,-0.734
1177,20,23,10,-0.747
1178,20,19,10,-0.91
1179,12,25,10,-0.772
1180,21,26,10,-0.788
1181,20,25,10,-1.28
1182,20,22,10,-1.63
1183,18,19,-10,-1.656
1184,19,18,10,-2.013
1185,21,15,15.0,-2.379
1186,18,20,-10,-2.253
1187,21,17,10,0.289
1188,20,17,10,0.289
1189,17,20,-10,-2.708
1190,20,22,10,-2.221
1191,16,18,-10,-1.513
1192,19,22,10,-1.16
1193,12,21,-10,-1.374
1194,17,18,-10,-1.0
1195,20,18,10,-1.224
1196,12,26,10,-1.248
1197,18,17,10,-1.066
1198,28,22,20,-1.311
1199,18,17,10,-0.897
1200,20,17,10,-0.69
1201,24,20,-10,-1.176
1202,23,20,-10,-0.972
1203,17,19,-10,-0.995
1204,12,17,-10,-1.015
1205,18,23,10,0.0
1206,17,21,-10,-0.269
1207,17,18,-20,0.277
1208,21,17,10,0.289
1209,20,17,10,0.289
1210,18,19,-10,0.289
1211,22,19,-10,0.289
1212,13,20,-10,1.195
1213,21,19,15.0,0.306
1214,17,18,-10,0.315
1215,19,20,-10,-0.646
1216,26,16,-10,-1.0
1217,15,21,-10,0.0
1218,17,24,10,0.0
1219,18,20,-10,-0.371
1220,26,12,-10,0.0
1221,18,19,-20,0.406
1222,25,10,-10,0.846
1223,19,24,20,0.889
1224,17,23,10,1.405
1225,18,20,-10,0.486
1226,23,19,-10,-0.253
1227,17,23,10,-0.128
1228,19,17,10,-0.13
1229,12,23,20,0.0
1230,19,18,10,0.0
1231,19,18,10,0.273
1232,20,19,10,0.416
1233,13,21,-10,0.562
1234,18,21,-10,1.006
1235,26,10,-10,1.02
1236,22,17,-10,0.0
1237,18,17,10,0.0
1238,20,18,10,0.758
1239,20,20,0,1.393
1240,23,18,-10,1.257
1241,20,19,10,1.117
1242,19,18,10,1.134
1243,17,21,-10,1.321
1244,22,12,-10,1.342
1245,18,19,-10,1.02
1246,12,24,10,1.037
1247,20,19,10,0.525
1248,13,26,10,0.534
1249,17,23,10,0.545
1250,17,20,-10,0.555
1251,13,19,-10,0.942
1252,8,21,-10,0.956
1253,15,17,-10,1.164
1254,19,17,10,0.788
1255,18,20,-10,0.803
1256,17,21,-10,1.233
1257,18,18,0,1.902
1258,14,22,10,1.942
1259,20,19,10,1.763
1260,23,12,-10,1.801
1261,15,23,20,2.554
1262,17,18,-10,2.127
1263,20,18,10,2.177
1264,20,22,10,1.486
1265,13,23,10,1.268
1266,14,19,-10,2.904
1267,19,25,10,3.302
1268,18,18,0,2.811
1269,17,21,-10,3.178
1270,13,17,-20,3.566
1271,20,18,10,3.365
1272,14,24,10,3.782
1273,17,18,-10,3.9
1274,16,23,10,3.69
1275,26,20,-10,2.773
1276,19,17,10,2.137
1277,21,15,15.0,1.465
1278,20,25,10,0.765
1279,16,20,-10,1.625
1280,25,20,-10,0.423
1281,26,19,-10,-0.441
1282,20,24,10,0.0
1283,22,17,-10,0.0
1284,18,17,10,0.0
1285,21,22,10,0.0
1286,16,22,10,0.0
1287,14,25,10,0.509
1288,20,19,10,0.386
1289,24,11,-10,0.391
1290,21,10,15.0,0.395
1291,23,12,-10,0.533
1292,24,17,-10,0.405
1293,23,20,-10,0.0
1294,18,17,10,-0.277
1295,20,17,10,-0.699
1296,19,18,10,-0.989
1297,26,16,-10,-1.146
1298,18,18,0,-1.162
1299,13,22,10,-1.326
1300,16,19,-10,-0.899
1301,24,11,-10,-0.912
1302,21,15,15.0,-1.231
1303,16,18,-10,-0.781
1304,13,22,10,-0.957
1305,22,11,-10,-0.81
1306,19,21,-10,-1.312
1307,22,19,-10,-1.667
1308,18,23,10,-2.033
1309,21,18,10,-2.066
1310,19,17,10,-0.884
1311,23,13,-10,-0.542
1312,17,23,10,-0.735
1313,12,21,-10,-0.374
1314,17,17,0,-0.759
1315,20,26,10,-1.16
1316,26,9,-10,-1.182
1317,19,26,10,-1.606
1318,20,19,10,-1.843
1319,20,20,0,-2.088
1320,15,19,-10,-1.918
1321,19,21,-10,-1.316
1322,16,18,-10,-1.121
1323,18,26,10,-1.15
1324,17,20,-10,-1.412
1325,12,17,-10,-1.438
1326,17,21,-20,-1.368
1327,24,21,-10,-1.368
1328,14,25,10,-1.3
1329,21,20,10,-1.34
1330,18,23,10,-0.556
1331,12,21,-10,-0.852
1332,22,17,-10,-0.876
1333,17,17,0,-1.195
1334,24,20,-10,-1.846
1335,4,21,-10,-1.891
1336,19,20,-10,-2.907
1337,17,21,-20,-1.368
1338,24,21,-10,-1.368
1339,21,22,10,-1.368
1340,12,22,10,-1.368
1341,20,20,0,-2.811
1342,11,21,-10,-2.889
1343,13,26,10,-3.367
1344,14,18,-10,-1.955
1345,21,23,10,-1.638
1346,22,15,-10,-0.852
1347,21,19,15.0,-2.203
1348,19,21,-10,-3.649
1349,16,19,-10,-2.407
1350,18,23,10,-0.127
1351,18,24,10,-0.384
1352,20,21,-10,-0.905
1353,17,19,-20,0.0
1354,20,20,0,-0.134
1355,15,20,-10,0.272
1356,20,22,10,0.138
1357,17,20,-10,0.0
1358,26,20,-10,-0.423
1359,13,23,10,-0.571
1360,15,19,-10,-0.435
1361,20,22,10,-0.734
1362,13,20,-10,-3.744
1363,15,20,-10,-3.744
1364,16,20,-10,-3.744
1365,20,23,10,-0.765
1366,18,20,-10,-0.776
1367,18,19,-10,-0.788
1368,13,23,10,-0.96
1369,20,19,10,-1.458
1370,13,17,-20,-0.497
1371,19,18,10,-0.839
1372,14,19,-10,-0.682
1373,24,20,-10,-1.213
1374,19,19,0,-0.884
1375,22,18,-10,-1.08
1376,21,18,10,-1.099
1377,20,18,10,-1.671
1378,18,20,-10,-1.702
1379,17,18,-10,-1.541
1380,12,20,-10,-0.593
1381,20,22,10,-0.605
1382,22,19,-10,-1.028
1383,21,19,15.0,-1.671
1384,18,18,0,-1.492
1385,20,21,-10,-2.383
1386,15,17,-10,-2.213
1387,18,17,10,-1.817
1388,20,18,10,-2.089
1389,16,19,-10,-1.9
1390,17,22,20,-1.717
1391,19,26,10,-2.261
1392,14,18,-10,-2.059
1393,18,19,-10,-2.112
1394,19,19,0,-2.167
1395,18,22,10,-2.237
1396,26,17,-10,-2.6
1397,13,18,-20,-2.391
1398,17,23,10,-1.548
1399,17,24,10,-1.284
1400,13,22,20,-1.667
1401,13,24,10,-1.04
1402,20,20,0,-2.493
1403,26,19,-10,-3.319
1404,17,20,-10,-4.175
1405,13,20,-10,-3.744
1406,15,20,-10,-3.744
1407,16,20,-10,-3.744
1408,18,20,-10,-3.744
1409,18,20,-10,-3.744
1410,20,20,0,-3.744
1411,19,18,10,-4.298
1412,19,20,-10,-5.778
1413,21,12,15.0,-6.442
1414,18,20,-10,-7.222
1415,15,19,-20,0.38
1416,26,11,-10,0.385
1417,17,21,-10,0.521
1418,21,11,15.0,0.395
1419,18,21,-10,0.133
1420,21,18,10,0.135
1421,20,21,-10,-0.136
1422,22,18,-10,-0.138
1423,12,19,-10,0.0
1424,16,18,-10,0.285
1425,20,24,10,0.145
1426,15,25,10,0.147
1427,15,21,-10,0.298
1428,20,24,20,0.455
1429,17,21,-10,0.308
1430,17,22,10,1.1
1431,22,18,-10,0.798
1432,16,21,-10,0.484
1433,17,23,10,0.328
1434,15,19,-10,0.667
1435,26,12,-10,0.678
1436,17,17,0,0.343
1437,25,17,-10,0.0
1438,15,19,-10,0.534
1439,15,19,-10,0.725
1440,12,17,-10,0.922
1441,17,20,-10,1.507
1442,18,17,20,2.706
1443,16,22,10,2.966
1444,20,21,-10,2.217
1445,20,22,10,2.486
1446,14,18,-10,2.959
1447,20,18,10,2.805
1448,12,18,-10,3.54
1449,18,19,-10,3.152
1450,15,18,-10,3.451
1451,21,20,10,3.073
1452,22,18,-10,3.144
1453,23,19,-10,2.724
1454,20,18,10,2.549
1455,20,18,10,2.364
1456,19,25,10,2.708
1457,17,20,-10,2.503
1458,20,20,0,2.0
1459,14,19,-10,2.35
1460,19,20,-10,1.503
1461,15,18,-10,2.802
1462,20,17,10,2.568
1463,20,18,10,2.65
1464,20,21,-10,2.755
1465,17,18,-10,2.849
1466,21,23,10,2.619
1467,18,24,10,1.94
1468,22,12,-10,2.438
1469,22,18,-10,3.008
1470,15,20,-10,4.216
1471,20,20,0,4.216
1472,12,23,10,3.925
1473,18,26,10,-0.253
1474,12,26,10,-1.829
1475,17,26,10,-1.829
1476,20,20,0,-0.782
1477,21,18,15.0,-1.185
1478,20,20,0,-1.729
1479,12,21,-10,-1.881
1480,20,17,10,-2.308
1481,18,17,10,-2.339
1482,15,17,-10,-2.231
1483,14,19,-20,-2.12
1484,20,17,10,-2.292
1485,20,24,10,-1.899
1486,23,10,-10,-1.926
1487,7,21,-10,-1.948
1488,15,22,10,-2.129
1489,19,23,10,-2.315
1490,20,19,10,-2.349
1491,19,22,10,-2.544
1492,15,20,-10,-1.944
1493,12,26,10,-1.975
1494,12,19,-10,-1.839
1495,20,25,10,-2.379
1496,21,20,15.0,-3.099
1497,26,13,-10,-3.152
1498,19,20,-10,-3.727
1499,12,19,-10,-3.431
1500,17,19,-10,-3.319
1501,20,17,10,-3.567
1502,21,4,15.0,-3.619
1503,17,19,-10,-3.519
1504,15,22,10,-3.4
1505,20,17,10,-3.859
1506,12,22,10,-3.936
1507,20,17,10,-4.016
1508,27,17,20,-4.315
1509,20,18,10,-4.186
1510,20,20,0,-5.155
1511,25,13,-10,-5.269
1512,15,20,-10,-4.706
1513,13,23,10,-4.112
1514,16,17,-10,-3.714
1515,12,26,10,-1.829
1516,17,26,10,-1.829
1517,17,17,0,-1.829
1518,17,17,0,-1.829
1519,14,24,10,-1.078
1520,19,18,10,0.0
1521,17,19,-10,-0.286
1522,8,21,-10,-0.292
1523,18,23,10,-0.301
1524,16,20,-10,-0.31
1525,17,23,10,0.0
1526,13,18,-10,1.333
1527,17,24,10,1.387
1528,12,24,20,1.444
1529,15,21,-10,0.743
1530,21,21,0,1.164
1531,19,18,10,2.016
1532,16,22,10,2.097
1533,19,18,10,1.3
1534,14,18,-10,2.261
1535,18,21,-10,1.891
1536,25,11,-10,1.981
1537,25,20,-10,-0.38
1538,20,20,0,-0.128
1539,20,22,10,-0.26
1540,13,22,10,-0.263
1541,14,23,10,-0.4
1542,14,21,-10,-0.405
1543,17,26,10,-0.412
1544,19,19,0,-0.139
1545,21,21,0,-0.142
1546,20,19,10,-0.144
1547,18,17,10,0.0
1548,18,20,-20,-0.444
1549,15,20,-20,-0.444
1550,20,22,10,-0.452
1551,21,16,15.0,-0.762
1552,16,21,-10,-1.08
1553,20,20,0,-1.253
1554,25,20,-10,-0.96
1555,26,9,-10,-0.975
1556,13,18,-10,-0.825
1557,20,17,10,-1.006
1558,21,20,10,-1.364
1559,20,20,0,-1.9
1560,21,9,15.0,-1.926
1561,13,24,10,-1.959
1562,13,17,-10,-1.812
1563,16,25,10,-2.028
1564,12,21,-10,-2.065
1565,17,19,-10,-2.103
1566,18,22,10,-1.564
1567,19,21,-10,-1.594
1568,17,26,10,-1.828
1569,21,15,15.0,-2.27
1570,19,18,10,-2.726
1571,21,19,10,-2.158
1572,17,18,-10,-1.549
1573,21,24,20,-1.596
1574,20,18,10,-2.321
1575,17,24,10,-2.862
1576,12,18,-10,-2.441
1577,16,23,10,-2.75
1578,17,18,-10,-2.059
1579,24,11,-10,-1.848
1580,17,22,10,-1.642
1581,20,17,10,-1.686
1582,20,21,-10,-2.022
1583,14,18,-10,-1.486
1584,21,18,10,-1.231
1585,26,20,-10,-1.914
1586,18,22,20,-1.325
1587,20,24,20,-1.04
1588,25,17,-10,-1.076
1589,18,17,10,-1.475
1590,19,20,-10,-1.529
1591,15,19,-10,-1.191
1592,17,23,10,-2.063
1593,20,19,10,-1.733
1594,13,23,10,-1.809
1595,20,22,10,-3.309
1596,20,21,-10,-3.0
1597,13,24,10,0.0
1598,14,23,10,0.514
1599,24,17,-10,0.652
1600,18,25,10,0.528
1601,16,21,-20,1.075
1602,12,21,-10,0.815
1603,21,17,15.0,0.412
1604,13,21,-10,0.697
1605,26,20,-10,0.997
1606,18,18,0,0.72
1607,19,22,10,1.175
1608,23,17,-10,0.897
1609,17,20,-10,0.758
1610,15,24,10,0.615
1611,14,18,-10,1.253
1612,23,18,20,1.276
1613,14,19,-20,1.462
1614,20,20,0,0.823
1615,18,20,-10,0.669
1616,23,10,-10,1.193
1617,19,27,10,0.867
1618,21,18,15.0,0.351
1619,23,26,20,0.0
1620,17,17,0,0.549
1621,20,22,10,0.939
1622,20,22,10,0.574
1623,22,20,-10,0.586
1624,12,26,10,0.598
1625,21,14,15.0,0.202
1626,21,18,20,0.624
1627,24,12,-10,0.637
1628,21,21,0,0.87
1629,20,20,0,0.667
1630,15,25,10,0.454
1631,19,18,10,0.696
1632,16,20,-10,0.712
1633,18,18,0,1.717
1634,18,20,-10,1.25
1635,20,20,0,1.287
1636,13,18,-10,1.848
1637,25,18,-10,1.625
1638,12,26,10,1.677
1639,13,21,-10,2.011
1640,13,21,-10,1.763
1641,24,18,-10,3.385
1642,24,18,-10,3.531
1643,21,17,20,3.643
1644,15,17,-10,4.821
1645,19,18,10,4.986
1646,14,26,10,4.863
1647,14,26,10,4.863
1648,20,21,-10,5.083
1649,15,21,-10,5.281
1650,12,20,-10,6.341
1651,26,12,-10,6.61
1652,20,22,10,5.982
1653,24,14,-10,6.259
1654,14,23,10,0.0
1655,16,20,-10,0.257
1656,20,22,10,0.261
1657,20,19,10,0.0
1658,20,23,10,0.0
1659,12,20,-20,-0.272
1660,20,25,10,-0.688
1661,25,24,20,-0.978
1662,19,27,20,-0.995
1663,12,19,-10,-0.72
1664,21,15,15.0,-1.02
1665,26,19,20,-1.037
1666,21,10,15.0,-1.199
1667,17,23,10,-1.368
1668,21,16,15.0,-1.692
1669,16,19,-10,-1.718
1670,17,19,-10,-1.595
1671,24,14,-10,-1.3
1672,20,19,10,-1.81
1673,18,25,10,-1.683
1674,18,19,-10,-2.046
1675,22,15,-10,-1.907
1676,12,27,10,-1.939
1677,17,18,-10,-2.144
1678,20,20,0,-2.545
1679,12,20,-10,-2.221
1680,16,22,10,-1.518
1681,16,17,-10,-1.541
1682,18,23,10,-1.962
1683,14,24,10,-1.411
1684,21,14,15.0,-1.638
1685,19,22,10,-1.88
1686,15,20,-10,-1.705
1687,16,24,20,-1.092
1688,19,18,10,-1.116
1689,20,23,20,-0.385
1690,21,23,10,-0.385
1691,17,23,10,-1.187
1692,24,9,-10,-1.215
1693,17,23,10,-1.493
1694,17,19,-10,-1.025
1695,12,20,-10,-1.051
1696,20,19,10,-1.876
1697,17,21,-10,-2.201
1698,20,23,20,-0.385
1699,21,23,10,-0.385
1700,18,20,-10,-0.385
1701,20,20,0,-0.385
1702,17,20,-10,-2.659
1703,22,18,-10,-2.737
1704,14,21,-10,-3.425
1705,14,22,10,-3.23
1706,17,18,-10,-2.667
1707,20,20,0,-2.094
1708,17,17,0,-0.732
1709,20,23,20,-0.385
1710,21,23,10,-0.385
1711,18,20,-10,-0.385
1712,20,20,0,-0.385
1713,14,18,-10,-0.385
1714,19,18,10,-0.385
1715,22,15,-10,-0.4
1716,12,21,-10,-1.238
1717,19,19,0,-1.289
1718,17,23,10,-1.793
1719,19,26,10,-2.811
1720,20,25,10,-2.971
1721,15,20,-10,0.254
1722,12,27,10,0.128
1723,18,20,-10,0.521
1724,14,26,10,0.529
1725,18,17,10,0.401
1726,17,24,10,1.368
1727,15,20,-20,1.525
1728,19,18,10,1.686
1729,19,23,10,2.0
1730,19,20,-10,1.883
1731,20,19,10,1.763
1732,14,23,10,1.943
1733,20,20,0,2.129
1734,20,21,-10,2.476
1735,18,18,0,2.836
1736,19,17,10,2.88
1737,26,17,-10,2.934
1738,13,22,10,3.323
1739,12,25,10,3.545
1740,22,20,-10,3.432
1741,22,18,-10,3.141
1742,19,25,20,3.205
1743,22,20,-10,2.899
1744,18,23,10,3.331
1745,16,23,10,3.391
1746,18,18,0,3.454
1747,19,20,-10,3.519
1748,20,19,10,2.977
1749,17,21,-10,3.453
1750,19,22,10,3.968
1751,20,20,0,3.623
1752,19,18,10,3.467
1753,14,17,-10,3.983
1754,18,19,-10,4.07
1755,17,18,-10,4.391
1756,16,21,-10,4.491
1757,20,20,0,3.611
1758,20,21,-10,3.45
1759,13,21,-10,3.266
1760,19,24,10,2.832
1761,19,20,-10,3.184
1762,24,18,-10,3.558
1763,18,19,-20,3.391
1764,12,20,-10,4.382
1765,26,18,-10,4.233
1766,13,25,10,4.671
1767,20,19,10,4.494
1768,19,21,-10,3.62
1769,13,17,-10,3.714
1770,19,21,-10,3.49
1771,14,21,-10,3.611
1772,20,22,10,2.993
1773,20,18,10,2.696
1774,14,25,10,2.4
1775,18,21,-10,1.238
1776,17,21,-10,1.289
1777,17,23,10,0.448
1778,20,21,-10,-1.393
1779,15,25,10,-0.491
1780,22,17,-10,-0.127
1781,17,20,-10,-0.383
1782,18,23,10,-0.13
1783,21,22,20,-0.265
1784,18,26,10,-0.536
1785,16,17,-10,0.5
1786,16,17,-10,0.5
1787,23,19,-10,-0.416
1788,24,15,-10,0.0
1789,13,19,-10,0.43
1790,19,25,10,0.437
1791,18,20,-10,0.295
1792,13,17,-10,0.299
1793,14,17,-20,0.758
1794,15,26,10,0.615
1795,18,20,-10,0.625
1796,22,11,-10,0.951
1797,18,20,-10,1.292
1798,26,20,-10,0.987
1799,21,13,15.0,0.833
1800,19,24,10,1.19
1801,19,20,-10,1.387
1802,23,20,-10,1.058
1803,15,23,10,1.439
1804,15,20,-10,1.465
1805,7,21,-10,1.486
1806,24,11,-10,1.513
1807,21,9,15.0,1.535
1808,21,18,10,1.766
1809,24,18,-10,1.405
1810,20,23,10,1.024
1811,20,18,10,0.835
1812,16,17,-10,0.5
1813,16,17,-10,0.5
1814,21,17,20,0.5
1815,21,17,20,0.5
1816,19,24,10,-0.219
1817,18,19,-10,0.904
1818,13,27,10,0.929
1819,22,17,-10,1.431
1820,16,17,-10,0.5
1821,16,17,-10,0.5
1822,21,17,20,0.5
1823,21,17,20,0.5
1824,16,22,10,0.5
1825,12,22,10,0.5
1826,22,14,-10,1.262
1827,14,17,-10,1.294
1828,25,17,20,1.333
1829,16,22,20,1.926
1830,23,11,-10,1.978
1831,19,20,-10,1.156
1832,17,19,-10,1.486
1833,17,19,-10,1.529
1834,17,17,0,0.94
1835,20,20,0,0.646
1836,12,18,-10,1.0
1837,20,24,10,0.693
1838,18,21,-10,0.717
1839,13,19,-10,1.486
1840,14,23,10,1.541
1841,20,24,10,0.8
1842,17,17,0,0.846
1843,13,24,10,1.333
1844,23,15,-10,1.857
1845,17,17,0,0.963
1846,16,17,-10,0.5
1847,16,17,-10,0.5
1848,21,17,20,0.5
1849,21,17,20,0.5
1850,16,22,10,0.5
1851,12,22,10,0.5
1852,22,16,-10,-0.127
1853,18,23,10,0.0
1854,22,10,-10,0.131
1855,23,17,-10,-0.133
1856,17,19,-10,-5.986
1857,14,19,-10,-5.986
1858,20,17,10,0.274
1859,15,26,10,0.28
1860,18,17,10,0.71
1861,16,21,-10,1.156
1862,15,17,-10,1.91
1863,20,21,-10,1.788
1864,20,19,10,1.357
1865,20,26,10,1.227
1866,20,19,10,0.776
1867,18,20,-10,0.788
1868,22,20,-10,0.48
1869,17,23,10,0.162
1870,21,16,15.0,-0.165
1871,21,18,15.0,-0.667
1872,17,26,10,-0.85
1873,26,20,-10,-1.382
1874,20,24,10,-1.932
1875,28,22,20,-2.331
1876,23,18,-10,-2.737
1877,17,19,-10,-2.786
1878,12,24,10,-2.286
1879,27,14,-10,-2.328
1880,19,19,0,-2.758
1881,19,17,10,-2.811
1882,12,24,10,-2.866
1883,17,20,-10,-3.536
1884,19,20,-10,-3.608
1885,21,20,20,-2.852
1886,18,20,-10,-2.914
1887,21,16,15.0,-3.421
1888,23,11,-10,-3.265
1889,20,21,-10,-4.274
1890,17,20,-10,-4.837
1891,26,11,-10,-4.952
1892,20,17,10,-5.073
1893,18,17,10,-4.965
1894,16,23,10,-5.361
1895,16,21,-10,-6.021
1896,20,20,0,-7.269
1897,20,26,10,-6.972
1898,21,24,10,-6.082
1899,21,19,10,-5.742
1900,18,19,-10,-6.541
1901,20,19,10,-5.778
1902,15,21,-10,-6.282
1903,17,19,-10,-5.986
1904,14,19,-10,-5.986
1905,24,11,-10,-5.986
1906,17,18,-10,-5.986
1907,24,13,-10,-6.209
1908,19,18,10,-6.45
1909,14,22,10,-6.71
1910,17,20,-10,-6.992
1911,14,21,-10,-8.139
1912,19,17,10,-7.633
1913,20,18,10,-0.252
1914,16,22,10,-0.383
1915,26,18,-10,-0.519
1916,19,26,10,-0.396
1917,26,9,-10,-0.401
1918,24,19,-10,-0.677
1919,18,19,-10,-0.549
1920,19,18,10,-0.556
1921,24,12,-10,-0.846
1922,20,17,10,-0.714
1923,21,12,15.0,-0.867
1924,18,18,0,-0.294
1925,13,22,10,0.301
1926,19,18,10,0.306
1927,21,19,10,0.155
1928,19,20,-10,0.474
1929,17,26,10,0.16
1930,14,17,-10,0.325
1931,15,20,-10,0.495
1932,21,20,15.0,-0.167
1933,18,19,-10,-0.17
1934,15,18,-20,-0.173
1935,18,20,-10,0.0
1936,19,21,-10,0.361
1937,24,18,-10,0.0
1938,17,22,20,-7.621
1939,22,22,-10,-7.621
1940,12,24,10,0.194
1941,18,20,-10,0.0
1942,13,26,10,0.0
1943,17,26,10,-0.411
1944,15,23,10,-0.629
1945,22,13,-10,-0.645
1946,17,21,-20,-0.22
1947,25,17,-10,-0.45
1948,16,21,-10,-0.916
1949,25,18,-10,-1.405
1950,25,20,-10,-2.157
1951,17,22,20,-7.621
1952,22,22,-10,-7.621
1953,20,18,10,-7.621
1954,17,18,-10,-7.621
1955,24,20,-10,-2.562
1956,14,20,-10,-1.592
1957,25,19,-10,-2.178
1958,18,20,-10,-2.237
1959,26,18,-10,-2.873
1960,12,24,10,-2.092
1961,20,20,0,-2.462
1962,17,24,10,-1.605
1963,17,17,0,-2.304
1964,20,20,0,-2.719
1965,17,26,10,-3.514
1966,24,13,-10,-3.636
1967,19,18,10,-3.768
1968,21,21,0,-5.433
1969,18,19,-10,-4.875
1970,26,20,-10,-5.919
1971,17,22,20,-7.621
1972,22,22,-10,-7.621
1973,20,18,10,-7.621
1974,17,18,-10,-7.621
1975,21,23,20,-7.621
1976,13,23,20,-7.621
1977,20,25,10,-8.036
1978,19,22,10,-8.5
1979,16,24,10,0.254
1980,24,24,20,0.129
1981,18,20,-10,0.131
1982,25,19,-10,-0.132
1983,24,11,-10,0.0
1984,13,23,10,0.136
1985,21,19,10,0.277
1986,22,19,-10,0.141
1987,17,19,-10,-0.142
1988,23,11,-10,0.0
1989,18,21,-10,-0.146
1990,20,20,0,-0.444
1991,24,14,-10,-0.451
1992,19,21,-20,0.153
1993,19,19,0,0.625
1994,25,20,-10,0.159
1995,12,19,-10,0.483
1996,19,26,10,0.823
1997,20,25,10,0.334
1998,22,20,-10,0.17
1999,20,18,10,-0.344
2000,14,22,10,-0.35
2001,16,22,10,-0.178
2002,15,24,10,-0.181
2003,14,21,-10,-0.551
2004,22,12,-10,-0.187
2005,20,19,10,-0.381
2006,24,19,-10,-0.582
2007,22,20,-10,-0.989
2008,15,21,-10,-1.405
2009,18,26,10,-1.243
2010,16,18,-10,-0.637
2011,28,19,20,-0.87
2012,18,23,10,0.0
2013,14,17,-10,0.228
2014,21,18,15.0,-0.464
2015,16,22,20,-0.716
2016,18,18,0,0.495
2017,25,19,-10,0.0
2018,20,17,10,-0.26
2019,21,14,15.0,-0.796
2020,17,23,10,-4.418
2021,17,23,10,-4.418
2022,17,23,10,-4.418
2023,26,18,-10,-2.011
2024,25,19,-10,-2.08
2025,19,21,-10,-1.538
2026,21,21,0,-2.836
2027,16,23,10,-3.27
2028,17,23,10,-4.418
2029,17,23,10,-4.418
2030,17,23,10,-4.418
2031,21,18,20,-4.418
2032,15,18,-20,-4.418
2033,16,24,10,-4.245
2034,22,11,-10,-4.028
2035,19,24,10,-4.555
2036,13,23,10,-3.573
2037,12,26,10,-4.127
2038,26,11,-10,-3.9
2039,17,21,-10,-4.522
2040,19,18,10,-4.294
2041,18,22,20,0.127
2042,20,21,-10,-0.385
2043,22,19,-10,-0.65
2044,22,11,-10,-0.395
2045,15,26,10,4.19
2046,15,26,10,4.19
2047,19,23,10,-0.408
2048,20,17,10,-0.552
2049,24,19,-10,-0.839
2050,15,26,10,4.19
2051,15,26,10,4.19
2052,13,21,-10,4.19
2053,15,21,-10,4.19
