Games Played,Player Hand,Dealer Hand,Win/Loss ($),Count
2457,27,13,-5,0.693
2458,17,20,-5,-0.356
2459,22,10,-5,-0.369
2460,24,13,-5,-0.382
2461,23,11,-5,0.0
2462,12,24,5,0.413
2463,20,26,5,-0.86
2464,12,18,-5,0.0
2465,17,21,-5,1.458
2466,25,19,-5,-0.253
2467,17,22,5,0.0
2468,18,20,-5,-0.39
2469,20,26,5,-0.66
2470,19,25,5,-0.403
2471,20,17,5,-0.545
2472,15,23,5,-0.69
2473,17,17,0,-0.836
2474,22,15,-5,-0.848
2475,13,23,5,-0.86
2476,20,21,-5,-0.728
2477,18,18,0,-0.743
2478,19,18,5,-0.743
2479,22,17,-5,-0.904
2480,16,25,5,-1.071
2481,18,17,5,-0.468
2482,18,21,-5,-0.318
2483,12,22,5,-0.161
2484,13,21,-10,0.165
2485,18,18,0,0.503
2486,20,18,5,0.0
2487,22,9,-5,0.346
2488,13,21,-5,0.351
2489,23,9,-5,0.357
2490,19,21,-5,0.364
2491,17,18,-5,0.0
2492,13,18,-5,0.188
2493,16,21,-5,0.382
2494,12,18,-5,0.779
2495,22,20,-5,0.198
2496,19,19,0,0.609
2497,18,20,-5,0.0
2498,19,19,0,0.423
2499,20,24,5,0.0
2500,19,18,5,-0.439
2501,24,17,-5,-0.897
2502,23,11,-5,-0.687
2503,20,18,5,-1.182
2504,17,17,0,-0.243
2505,16,20,-10,0.5
2506,21,9,7.5,0.51
2507,21,21,0,1.857
2508,18,17,5,2.189
2509,12,25,5,2.543
2510,13,18,-5,3.213
2511,22,20,-5,2.705
2512,21,18,5,3.737
2513,21,6,7.5,3.828
2514,22,14,-5,3.949
2515,17,25,5,3.467
2516,18,25,5,4.333
2517,15,21,-5,4.863
2518,18,25,5,4.269
2519,15,21,-5,3.6
2520,23,18,-5,3.328
2521,21,16,7.5,2.579
2522,20,24,5,1.345
2523,18,20,-5,1.405
2524,19,19,0,1.981
2525,18,24,5,-0.253
2526,14,17,-5,0.128
2527,25,19,-5,0.261
2528,19,20,-5,0.531
2529,18,24,5,1.081
2530,21,14,7.5,0.955
2531,20,24,5,0.553
2532,21,20,5,0.703
2533,18,17,10,0.857
2534,25,17,-5,0.724
2535,13,21,-5,0.586
2536,19,23,5,0.598
2537,20,18,5,0.151
2538,21,12,7.5,0.0
2539,23,20,-5,-0.466
2540,21,17,5,-0.317
2541,14,24,5,0.161
2542,14,17,-5,0.328
2543,19,18,5,0.5
2544,19,20,-5,0.508
2545,20,18,5,0.517
2546,16,21,-5,0.174
2547,15,17,-5,0.355
2548,20,26,5,-0.181
2549,17,20,-5,-0.367
2550,14,24,5,-0.188
2551,23,13,-5,0.0
2552,22,20,-5,-0.195
2553,22,15,-5,0.198
2554,27,13,-5,0.406
2555,15,25,5,0.207
2556,18,20,-5,-0.421
2557,14,18,-5,0.432
2558,21,21,0,-0.439
2559,20,17,5,-1.116
2560,20,19,5,-1.817
2561,18,19,-5,-1.857
2562,16,21,-5,-2.364
2563,17,20,-5,-2.419
2564,16,18,-5,-2.229
2565,19,17,5,-2.777
2566,12,20,-5,-2.587
2567,23,14,-5,-2.653
2568,21,20,10,-2.463
2569,23,12,-5,-2.53
2570,20,25,10,-2.644
2571,15,20,-5,-2.721
2572,20,18,5,-2.193
2573,20,17,5,-2.261
2574,19,25,5,-2.013
2575,18,20,-5,-1.047
2576,26,14,-5,-0.364
2577,20,21,-5,-1.871
2578,24,17,-5,-2.716
2579,17,23,5,-2.047
2580,20,21,-5,-2.557
2581,21,10,7.5,-2.644
2582,20,18,5,-3.221
2583,21,19,5,-2.971
2584,19,19,0,-2.971
2585,18,20,-5,-0.127
2586,12,19,-5,0.128
2587,18,19,-5,0.52
2588,12,20,-5,0.792
2589,14,19,-5,0.936
2590,24,19,-5,0.677
2591,19,19,0,0.411
2592,20,17,5,0.555
2593,12,17,-5,0.707
2594,21,17,10,1.149
2595,12,23,5,1.461
2596,14,21,-5,1.341
2597,15,25,5,1.364
2598,23,17,-5,1.389
2599,12,24,5,1.728
2600,13,24,5,2.415
2601,17,17,0,2.119
2602,17,26,5,2.16
2603,19,18,5,2.195
2604,19,19,0,1.882
2605,15,17,-5,2.268
2606,19,20,-5,1.769
2607,25,19,-5,1.439
2608,14,20,-5,1.837
2609,24,20,-5,1.877
2610,17,21,-5,2.696
2611,21,19,7.5,2.15
2612,19,25,10,2.61
2613,19,20,-5,2.661
2614,14,26,10,2.935
2615,14,19,-10,3.668
2616,12,21,-5,3.291
2617,23,10,-5,3.586
2618,15,21,-5,3.421
2619,15,17,-5,3.731
2620,26,12,-5,3.817
2621,18,17,5,3.906
2622,18,17,5,3.483
2623,21,20,7.5,2.537
2624,18,18,0,2.6
2625,20,20,0,1.592
2626,19,20,-5,1.634
2627,22,13,-5,3.109
2628,17,24,5,3.213
2629,20,18,5,3.006
2630,17,20,-5,2.154
2631,15,22,10,2.552
2632,14,24,5,3.667
2633,20,20,0,4.132
2634,21,10,7.5,4.245
2635,23,16,-5,4.394
2636,16,25,10,6.163
2637,16,17,-5,6.8
2638,17,17,0,6.24
2639,19,25,5,5.633
2640,18,19,-5,5.878
2641,23,20,-5,5.2
2642,17,17,0,4.5
2643,17,19,-10,0.765
2644,15,21,-5,0.774
2645,21,18,7.5,0.391
2646,19,20,-5,0.132
2647,12,26,5,0.0
2648,19,20,-5,0.136
2649,17,17,0,0.553
2650,15,27,5,0.42
2651,12,19,-5,1.051
2652,14,19,-5,1.051
2653,17,20,-5,1.162
2654,18,20,-10,1.477
2655,22,15,-5,1.499
2656,17,26,5,1.216
2657,17,24,5,1.393
2658,20,17,5,1.576
2659,20,20,0,0.957
2660,18,26,5,0.648
2661,12,19,-5,1.051
2662,14,19,-5,1.051
2663,17,17,0,1.051
2664,18,17,5,1.051
2665,16,17,-5,1.051
2666,16,21,-5,0.338
2667,20,18,5,0.343
2668,14,24,5,0.174
2669,22,19,-5,0.178
2670,16,20,-5,0.362
2671,25,20,-5,0.0
2672,14,20,-5,0.0
2673,20,24,10,0.0
2674,18,24,5,0.394
2675,25,12,-5,0.402
2676,12,25,5,0.411
2677,15,22,5,1.053
2678,17,25,5,0.645
2679,20,20,0,0.661
2680,16,24,5,0.45
2681,17,18,-5,0.0
2682,19,20,-5,0.235
2683,13,21,-5,0.481
2684,17,23,5,0.246
2685,26,13,-5,0.252
2686,12,19,-5,1.051
2687,14,19,-5,1.051
2688,17,17,0,1.051
2689,18,17,5,1.051
2690,16,17,-5,1.051
2691,15,21,-10,1.051
2692,16,21,-5,1.051
2693,19,18,5,1.625
2694,16,18,-5,1.968
2695,19,23,5,1.733
2696,15,19,-5,2.08
2697,12,18,-5,2.753
2698,25,17,10,3.171
2699,18,21,-5,3.62
2700,17,17,0,4.418
2701,20,20,0,4.599
2702,18,19,-5,4.0
2703,21,19,5,4.588
2704,20,20,0,3.545
2705,23,19,-5,3.714
2706,20,20,0,2.131
2707,20,25,5,1.793
2708,18,25,5,1.891
2709,20,20,0,0.0
2710,18,20,-5,-0.379
2711,19,19,0,-0.637
2712,15,21,-5,-0.901
2713,20,25,5,-1.045
2714,20,21,-5,-0.796
2715,17,18,-5,-0.672
2716,20,20,0,-0.953
2717,24,10,-5,-0.966
2718,18,20,-5,-1.118
2719,14,22,5,-0.852
2720,22,15,-5,-0.72
2721,24,20,-5,-1.169
2722,18,17,5,-1.185
2723,19,19,0,-1.357
2724,17,25,5,-1.534
2725,17,19,-5,-1.707
2726,19,17,5,-1.733
2727,12,24,5,-1.605
2728,21,20,5,-1.793
2729,15,20,-5,-1.163
2730,20,22,5,-1.524
2731,21,9,7.5,-1.545
2732,15,21,-5,-1.913
2733,16,18,-5,-1.083
2734,22,18,-5,-1.083
2735,20,18,5,-1.286
2736,20,18,5,-0.939
2737,14,20,-5,-0.765
2738,18,20,-5,-1.164
2739,10,21,-5,-1.182
2740,20,19,5,-1.205
2741,16,26,5,-1.433
2742,18,23,5,-1.258
2743,21,17,7.5,-1.705
2744,19,23,5,-1.958
2745,20,17,5,-1.778
2746,21,20,5,-1.596
2747,15,19,-5,-0.937
2748,17,20,-10,-0.719
2749,18,19,-5,-1.221
2750,20,18,5,-1.25
2751,23,11,-5,-0.776
2752,17,18,-5,-0.796
2753,14,23,5,-0.274
2754,20,22,5,-0.283
2755,13,20,-5,0.876
2756,19,19,0,0.902
2757,21,11,7.5,0.615
2758,12,18,-5,0.951
2759,14,21,-5,0.325
2760,21,23,10,0.338
2761,18,26,10,0.351
2762,20,18,5,1.465
2763,20,19,5,0.377
2764,21,8,7.5,0.388
2765,20,17,10,0.806
2766,18,20,-5,-0.416
2767,20,18,5,0.441
2768,20,20,0,-0.912
2769,20,18,5,-0.481
2770,19,18,5,0.0
2771,21,8,7.5,0.0
2772,17,19,-5,0.129
2773,16,21,-5,0.394
2774,11,21,-5,0.265
2775,22,14,-5,0.269
2776,20,17,5,-0.136
2777,17,20,-5,0.0
2778,21,10,7.5,-0.14
2779,17,20,-5,-0.142
2780,17,20,-5,-0.144
2781,13,20,-5,0.0
2782,21,20,5,-0.295
2783,20,19,5,-0.747
2784,21,7,7.5,-0.756
2785,14,17,-5,-0.919
2786,12,17,-5,-0.919
2787,20,20,0,-0.781
2788,17,20,-5,-0.477
2789,21,19,10,-0.162
2790,20,21,-5,-0.494
2791,18,18,0,-0.502
2792,19,22,5,-0.341
2793,12,21,-5,0.174
2794,16,25,5,0.0
2795,25,20,-5,-0.36
2796,14,17,-5,-0.919
2797,12,17,-5,-0.919
2798,18,17,5,-0.919
2799,17,17,0,-0.919
2800,18,22,5,-1.122
2801,16,18,-5,-0.952
2802,17,26,5,-0.974
2803,21,20,5,-1.191
2804,19,19,0,-1.012
2805,22,19,-5,-1.238
2806,18,23,5,-1.268
2807,8,21,-5,-1.289
2808,17,20,-5,-0.881
2809,16,17,-10,-0.675
2810,17,19,-5,-0.231
2811,24,18,-5,-0.709
2812,19,20,-5,-0.486
2813,13,25,5,-0.746
2814,19,18,5,-0.256
2815,14,22,5,-0.263
2816,20,19,5,-0.269
2817,20,18,5,-0.553
2818,17,20,-5,-0.852
2819,21,21,0,-2.034
2820,25,20,-5,-2.989
2821,19,22,5,-3.692
2822,19,21,-5,-4.727
2823,22,18,-5,-5.2
2824,19,19,0,-5.065
2825,21,19,10,-5.584
2826,18,19,-5,-5.091
2827,18,19,-5,-4.175
2828,18,22,5,-3.6
2829,24,19,-5,-4.576
2830,19,23,5,-4.37
2831,18,23,5,-4.142
2832,22,14,-5,-2.916
2833,20,17,5,0.0
2834,17,20,-5,0.385
2835,12,23,5,0.521
2836,23,20,-5,0.397
2837,17,18,-5,0.806
2838,23,15,-5,0.681
2839,13,27,5,0.552
2840,13,27,5,0.419
2841,15,19,-5,0.852
2842,20,26,5,0.432
2843,15,17,-5,0.437
2844,17,18,-5,1.04
2845,23,17,-5,0.904
2846,18,18,0,0.61
2847,12,19,-5,1.087
2848,25,20,-5,0.63
2849,26,20,-5,0.16
2850,20,19,5,-0.324
2851,7,21,-5,-0.328
2852,19,26,5,-0.667
2853,20,17,5,-1.182
2854,12,20,-5,-0.173
2855,20,20,0,-0.177
2856,14,21,-5,-0.538
2857,25,12,-5,-0.547
2858,17,18,-5,0.187
2859,25,12,-5,0.381
2860,20,17,5,0.0
2861,19,25,5,0.0
2862,15,23,5,0.0
2863,17,17,0,-0.206
2864,14,24,5,0.211
2865,12,24,5,0.65
2866,18,17,5,0.664
2867,9,21,-5,0.675
2868,12,20,-5,0.69
2869,14,18,-5,0.941
2870,21,19,7.5,0.24
2871,22,12,-5,0.491
2872,17,21,-10,0.505
2873,15,22,5,0.52
2874,14,20,-5,0.8
2875,18,17,5,0.272
2876,17,22,5,0.559
2877,21,14,7.5,0.0
2878,12,23,5,0.886
2879,16,25,5,1.224
2880,12,26,5,1.902
2881,20,17,5,1.962
2882,19,20,-5,1.006
2883,24,18,-5,0.347
2884,14,24,5,1.444
2885,19,25,5,0.748
2886,16,17,-5,0.77
2887,18,19,-5,0.0
2888,20,25,5,-0.416
2889,18,20,-5,-0.433
2890,14,24,5,-0.904
2891,19,24,5,-0.477
2892,20,17,5,0.5
2893,18,21,-5,-0.379
2894,16,21,-5,-1.705
2895,16,21,-5,-1.705
2896,16,21,-5,-1.705
2897,16,21,-5,-1.705
2898,14,20,-5,-1.705
2899,21,20,5,-1.705
2900,21,22,10,-0.399
2901,20,20,0,-0.941
2902,12,24,5,-1.089
2903,15,24,5,-1.241
2904,13,20,-5,-0.978
2905,19,23,5,-1.134
2906,19,20,-5,-0.867
2907,20,20,0,-1.315
2908,21,15,7.5,-1.625
2909,12,18,-5,-1.202
2910,18,20,-5,-0.462
2911,16,21,-5,-1.705
2912,16,21,-5,-1.705
2913,14,20,-5,-1.705
2914,21,20,5,-1.705
2915,19,25,5,-1.705
2916,18,25,5,-1.705
2917,21,15,7.5,-1.272
2918,23,18,-5,-1.453
2919,17,17,0,-1.476
2920,12,21,-5,-1.661
2921,16,21,-5,-1.705
2922,16,21,-5,-1.705
2923,14,20,-5,-1.705
2924,21,20,5,-1.705
2925,19,25,5,-1.705
2926,18,25,5,-1.705
2927,13,24,10,-1.705
2928,12,24,10,-1.705
2929,20,17,5,-2.246
2930,17,20,-5,-2.626
2931,18,19,-5,-2.849
2932,21,19,5,-2.899
2933,13,23,5,-2.229
2934,17,19,-5,-2.449
2935,12,21,-5,-2.868
2936,14,25,5,-2.158
2937,18,18,0,-2.2
2938,19,25,5,-1.85
2939,24,12,-5,-1.677
2940,13,24,5,-1.498
2941,14,21,-5,-0.658
2942,20,20,0,-1.121
2943,13,18,-5,-0.916
2944,21,23,10,-1.176
2945,23,20,-5,-1.935
2946,24,9,-5,-1.981
2947,19,22,5,-1.784
2948,13,25,5,-1.829
2949,24,18,-5,-1.886
2950,16,21,-5,-1.705
2951,16,21,-5,-1.705
2952,14,20,-5,-1.705
2953,21,20,5,-1.705
2954,19,25,5,-1.705
2955,18,25,5,-1.705
2956,13,24,10,-1.705
2957,12,24,10,-1.705
2958,21,19,10,-1.705
2959,17,19,-5,-1.705
2960,13,19,-5,-1.705
2961,19,22,5,-1.763
2962,19,19,0,-1.814
2963,22,10,-5,-1.246
2964,14,18,-5,-0.642
2965,22,20,-5,-1.325
2966,17,20,-5,-1.033
2967,14,20,-5,-1.068
2968,16,19,-5,-0.371
2969,17,18,-5,0.0
2970,18,20,-10,0.806
2971,20,19,5,0.839
2972,20,23,5,1.322
2973,20,20,0,1.381
2974,20,17,10,3.434
2975,19,25,5,0.127
2976,17,21,-5,-0.128
2977,20,24,5,-4.532
2978,19,24,5,-4.532
2979,21,25,10,-0.663
2980,17,24,5,-0.943
2981,18,23,5,-0.821
2982,21,18,7.5,-1.245
2983,12,18,-5,-0.981
2984,19,18,5,-1.275
2985,19,20,-5,-0.864
2986,17,26,5,-1.169
2987,20,17,5,-0.596
2988,13,23,10,-0.303
2989,20,23,10,-0.155
2990,20,20,0,-0.471
2991,26,13,-5,-0.479
2992,18,19,-5,-0.807
2993,27,18,-5,-0.984
2994,25,9,-5,-0.833
2995,19,18,5,-0.51
2996,19,19,0,-0.861
2997,17,24,5,-1.226
2998,13,23,5,-1.425
2999,20,18,5,-1.986
3000,24,20,-5,-2.572
3001,19,19,0,-2.253
3002,19,17,5,-2.294
3003,20,24,5,-4.532
3004,19,24,5,-4.532
3005,12,22,10,-4.532
3006,12,22,10,-4.532
3007,24,20,-5,-3.8
3008,13,17,-5,-3.467
3009,13,20,-5,-3.328
3010,14,20,-5,-3.184
3011,18,23,5,-3.046
3012,21,17,10,-3.111
3013,19,26,5,-3.633
3014,18,18,0,-3.714
3015,20,24,5,-4.532
3016,19,24,5,-4.532
3017,12,22,10,-4.532
3018,12,22,10,-4.532
3019,12,18,-10,-4.532
3020,17,18,-10,-4.532
3021,20,17,5,-5.346
3022,18,18,0,-5.474
3023,20,24,5,-5.892
3024,15,22,5,-6.303
3025,25,17,-5,-6.5
3026,19,21,-5,-5.903
3027,20,18,10,-5.81
3028,20,21,-5,-6.276
3029,17,25,5,-7.077
3030,22,12,-5,-6.061
3031,17,20,-10,-4.968
3032,16,20,-5,-4.789
3033,14,21,-5,-4.274
3034,20,26,10,-4.829
3035,12,21,-5,-3.519
3036,18,17,5,-3.656
3037,18,20,-5,-2.984
3038,20,20,0,-2.241
3039,14,18,-5,-0.473
3040,22,11,-5,0.0
3041,17,17,0,-0.252
3042,18,20,-5,0.0
3043,18,18,0,-0.259
3044,17,18,-5,0.0
3045,23,20,-5,-0.266
3046,19,17,5,0.135
3047,14,19,-5,0.413
3048,20,22,5,0.559
3049,21,25,10,0.568
3050,21,19,5,1.307
3051,14,24,5,1.477
3052,17,25,5,1.353
3053,20,23,5,0.915
3054,20,20,0,0.774
3055,13,22,5,1.261
3056,17,20,-5,0.798
3057,18,18,0,0.81
3058,20,26,5,0.66
3059,18,20,-5,0.334
3060,23,19,-5,0.0
3061,21,17,10,-0.173
3062,19,25,5,-0.502
3063,17,25,5,-0.502
3064,19,22,5,-0.9
3065,20,20,0,-0.919
3066,18,17,5,-1.118
3067,13,23,5,-1.143
3068,15,21,-5,-1.546
3069,19,21,-5,-1.773
3070,21,20,5,-1.612
3071,18,26,5,-2.055
3072,17,19,-5,-2.506
3073,24,12,-5,-2.344
3074,13,24,5,-2.393
3075,19,26,5,-2.017
3076,20,24,10,-1.841
3077,15,21,-5,-1.647
3078,21,18,5,-1.935
3079,19,25,5,-0.502
3080,17,25,5,-0.502
3081,12,17,-5,-0.502
3082,12,17,-5,-0.502
3083,15,27,5,-0.515
3084,23,17,-5,-0.792
3085,12,24,5,-0.272
3086,20,21,-5,0.283
3087,7,21,-5,0.289
3088,18,23,5,0.0
3089,20,21,-5,0.31
3090,19,18,5,0.963
3091,21,20,5,2.348
3092,21,21,0,1.033
3093,13,21,-5,0.354
3094,13,17,-5,1.465
3095,16,20,-10,1.518
3096,15,26,5,1.985
3097,19,19,0,1.228
3098,21,20,7.5,-0.423
3099,18,20,-5,-0.441
3100,16,23,5,-0.46
3101,21,16,7.5,-1.431
3102,17,18,-5,-1.0
3103,13,18,-5,0.636
3104,13,20,-5,0.901
3105,24,13,-5,1.043
3106,19,17,5,0.922
3107,16,25,5,1.069
3108,19,22,5,0.815
3109,21,19,5,1.103
3110,19,18,5,1.118
3111,21,20,10,1.567
3112,14,18,-5,1.733
3113,16,21,-5,2.056
3114,12,17,-5,2.839
3115,18,18,0,2.88
3116,17,21,-5,3.24
3117,21,20,7.5,2.655
3118,17,21,-5,2.537
3119,17,18,-5,3.068
3120,17,24,5,3.127
3121,13,25,5,3.01
3122,18,21,-5,2.889
3123,19,20,-5,2.411
3124,14,18,-5,2.801
3125,20,18,5,2.671
3126,15,20,-5,2.899
3127,13,21,-5,2.572
3128,13,19,-5,2.806
3129,13,19,-5,3.238
3130,19,20,-5,3.104
3131,21,17,5,3.374
3132,14,26,10,3.467
3133,15,19,-5,4.823
3134,17,18,-5,4.689
3135,22,20,-5,4.134
3136,24,19,-5,3.81
3137,19,19,0,3.81
3138,20,19,5,3.912
3139,14,21,-5,3.514
3140,20,25,5,2.876
3141,12,18,-5,3.45
3142,18,18,0,3.534
3143,20,20,0,4.99
3144,16,20,-5,5.389
3145,7,21,-5,5.503
3146,20,26,5,4.804
3147,21,16,7.5,4.333
3148,24,20,-5,3.566
3149,17,17,0,3.976
3150,26,20,-5,3.152
3151,20,25,5,2.925
3152,21,13,7.5,2.667
3153,20,17,5,2.053
3154,17,23,5,1.769
3155,19,21,-5,1.831
3156,19,22,5,3.081
3157,12,23,10,2.844
3158,16,23,5,2.959
3159,9,21,-5,2.622
3160,14,20,-5,4.142
3161,20,21,-5,2.862
3162,18,18,0,3.0
3163,20,21,-5,0.127
3164,15,23,5,0.0
3165,22,11,-5,0.521
3166,23,18,-5,0.264
3167,17,17,0,0.402
3168,19,19,0,0.407
3169,20,17,5,0.137
3170,19,20,-5,0.279
3171,24,19,-5,0.141
3172,20,20,0,0.144
3173,26,15,-5,0.146
3174,25,10,-5,0.148
3175,15,21,-5,0.452
3176,20,25,5,0.617
3177,18,20,-5,0.943
3178,7,21,-5,0.954
3179,21,9,7.5,0.966
3180,17,21,-5,0.489
3181,20,17,5,1.003
3182,25,20,-5,0.51
3183,17,21,-5,0.346
3184,20,21,-5,0.353
3185,20,25,5,0.722
3186,20,18,5,1.48
3187,13,24,5,1.324
3188,20,19,10,1.348
3189,18,22,5,2.175
3190,17,23,5,2.226
3191,17,22,5,2.486
3192,20,17,5,2.325
3193,24,14,-5,2.589
3194,26,18,-5,2.203
3195,21,18,5,2.251
3196,20,17,5,1.604
3197,17,20,-5,1.64
3198,16,19,-5,1.917
3199,18,18,0,1.709
3200,12,17,-5,2.0
3201,20,20,0,1.02
3202,21,21,0,1.848
3203,19,18,10,1.896
3204,12,23,5,2.225
3205,17,17,0,2.286
3206,24,12,-5,3.269
3207,16,22,5,3.059
3208,21,24,10,3.171
3209,21,22,10,2.633
3210,19,18,5,3.763
3211,21,20,5,3.184
3212,18,24,5,2.93
3213,17,18,-5,3.036
3214,17,22,5,2.382
3215,19,21,-10,1.664
3216,13,19,-5,2.167
3217,20,19,5,0.897
3218,20,20,0,-0.464
3219,17,20,-5,0.0
3220,12,18,-5,0.507
3221,14,23,5,0.514
3222,19,19,0,0.52
3223,18,17,5,0.66
3224,23,13,-5,0.668
3225,19,22,5,0.543
3226,19,18,5,0.55
3227,13,23,5,0.839
3228,20,19,5,0.708
3229,11,21,-10,1.444
3230,17,21,-5,1.763
3231,21,20,5,1.639
3232,19,19,0,2.122
3233,19,19,0,2.315
3234,20,20,0,2.349
3235,19,22,5,2.712
3236,20,19,5,2.261
3237,26,13,-5,2.297
3238,16,21,-10,2.508
3239,24,19,-5,2.209
3240,20,19,10,2.246
3241,13,23,5,4.875
3242,17,23,5,4.875
3243,25,23,-5,4.875
3244,18,24,5,2.94
3245,17,23,5,3.391
3246,17,19,-5,4.253
3247,13,21,-5,4.943
3248,25,15,-5,5.463
3249,21,22,10,5.386
3250,22,20,-5,6.42
3251,25,20,-5,5.899
3252,20,20,0,5.803
3253,26,20,-5,5.956
3254,26,20,-5,5.647
3255,17,20,-5,5.272
3256,17,22,5,4.415
3257,13,23,5,4.875
3258,17,23,5,4.875
3259,25,23,-5,4.875
3260,17,20,-5,4.875
3261,19,20,-5,4.875
3262,18,20,-5,4.139
3263,18,20,-5,3.431
3264,20,22,5,3.832
3265,13,23,5,4.875
3266,17,23,5,4.875
3267,25,23,-5,4.875
3268,17,20,-5,4.875
3269,19,20,-5,4.875
3270,13,18,-5,4.875
3271,14,18,-5,4.875
3272,12,25,5,5.258
3273,19,20,-5,5.11
3274,16,21,-10,4.982
3275,21,18,10,4.815
3276,25,9,-5,6.0
3277,20,17,5,6.543
3278,18,17,5,6.014
3279,20,26,5,5.127
3280,28,21,10,4.971
3281,13,23,5,4.875
3282,17,23,5,4.875
3283,25,23,-5,4.875
3284,17,20,-5,4.875
3285,19,20,-5,4.875
3286,13,18,-5,4.875
3287,14,18,-5,4.875
3288,19,25,5,4.875
3289,12,25,5,4.875
3290,16,19,-5,6.393
3291,17,18,-5,6.169
3292,25,18,-5,5.982
3293,25,12,-5,6.259
3294,21,24,10,0.254
3295,20,18,5,0.129
3296,20,18,5,-0.26
3297,19,19,0,-0.263
3298,17,20,-5,-0.665
3299,18,24,5,-0.271
3300,19,19,0,-0.547
3301,19,20,-5,-0.278
3302,10,21,-5,-0.281
3303,20,17,5,-0.71
3304,18,20,-5,-1.006
3305,17,22,5,-1.02
3306,24,14,-5,-0.593
3307,27,22,10,1.867
3308,16,22,5,1.867
3309,16,22,5,1.867
3310,14,18,-5,-0.466
3311,17,19,-5,-0.473
3312,17,23,5,-0.481
3313,19,18,5,-0.489
3314,20,24,5,-0.498
3315,17,18,-5,-0.841
3316,22,14,-5,-0.684
3317,12,21,-10,-0.35
3318,15,25,5,0.359
3319,19,17,5,0.732
3320,15,26,5,0.748
3321,13,22,5,1.338
3322,21,11,7.5,1.164
3323,27,22,10,1.867
3324,16,22,5,1.867
3325,16,22,5,1.867
3326,14,25,5,1.867
3327,14,25,5,1.867
3328,7,21,-5,1.012
3329,12,23,5,1.243
3330,12,21,-5,1.263
3331,12,19,-10,1.51
3332,18,17,5,1.991
3333,21,18,10,2.035
3334,25,20,-5,1.618
3335,20,18,10,1.9
3336,14,21,-5,1.451
3337,17,25,5,0.99
3338,22,9,-5,1.268
3339,27,22,10,1.867
3340,16,22,5,1.867
3341,16,22,5,1.867
3342,14,25,5,1.867
3343,14,25,5,1.867
3344,13,19,-5,1.867
3345,18,19,-5,1.867
3346,18,17,5,2.189
3347,14,18,-5,3.109
3348,21,22,5,3.506
3349,13,21,-5,2.989
3350,18,20,-5,3.714
3351,20,18,5,3.509
3352,15,22,5,3.62
3353,22,18,-5,3.739
3354,15,21,-5,3.141
3355,21,15,7.5,2.51
3356,18,18,0,1.844
3357,20,21,-5,0.38
3358,19,18,10,0.0
3359,14,18,-5,0.825
3360,16,21,-5,0.867
3361,17,21,-5,-0.448
3362,22,17,-5,-0.473
3363,20,18,5,-0.495
3364,14,17,-5,0.506
3365,15,22,5,0.899
3366,17,24,5,0.78
3367,19,20,-5,0.658
3368,19,17,5,0.532
3369,20,21,-5,0.269
3370,26,18,10,0.411
3371,25,18,-5,0.278
3372,15,19,-10,0.283
3373,19,21,-5,-0.143
3374,21,18,5,-0.29
3375,19,20,-5,-0.441
3376,18,23,5,-0.448
3377,24,15,-5,-0.152
3378,21,10,7.5,-0.308
3379,12,23,10,-0.313
3380,12,24,5,1.444
3381,17,24,5,1.444
3382,19,18,5,-0.81
3383,16,21,-5,-0.495
3384,16,24,5,-0.671
3385,21,23,5,-0.343
3386,20,22,5,-0.527
3387,16,23,5,-0.538
3388,14,21,-5,-0.547
3389,19,19,0,-0.371
3390,20,22,5,-0.191
3391,17,24,5,0.589
3392,12,22,5,1.0
3393,15,26,5,0.816
3394,15,24,5,0.832
3395,14,19,-5,1.492
3396,21,20,7.5,0.65
3397,17,20,-5,0.664
3398,16,17,-5,1.604
3399,22,10,-5,2.108
3400,12,24,5,1.444
3401,17,24,5,1.444
3402,17,18,-10,1.444
3403,21,18,10,1.444
3404,21,21,0,1.733
3405,16,17,-5,2.029
3406,18,18,0,1.552
3407,12,21,-5,3.216
3408,20,19,5,2.751
3409,18,20,-5,2.249
3410,25,17,-5,1.733
3411,20,24,5,0.891
3412,20,21,-5,-0.304
3413,18,21,-5,-0.627
3414,18,18,0,-1.284
3415,18,19,-5,0.0
3416,23,11,-5,0.347
3417,19,20,-5,-0.359
3418,13,23,5,-0.371
3419,20,17,5,-1.529
3420,12,17,-5,-1.576
3421,17,18,-5,-0.819
3422,12,20,-5,-0.426
3423,18,20,-5,-0.444
3424,12,24,5,0.468
3425,21,18,10,0.0
3426,18,17,5,0.38
3427,17,20,-5,0.515
3428,17,19,-5,0.26
3429,20,21,-5,-0.263
3430,19,24,5,-0.399
3431,15,19,-5,-0.269
3432,19,19,0,-0.273
3433,16,25,5,-0.415
3434,21,17,5,-0.281
3435,13,23,5,-0.143
3436,27,13,-5,-0.145
3437,19,18,5,-0.147
3438,20,26,5,-0.299
3439,20,17,5,0.0
3440,21,12,7.5,-0.308
3441,13,18,-5,0.0
3442,20,18,5,0.318
3443,12,19,-5,0.975
3444,19,24,5,0.825
3445,18,20,-5,1.178
3446,19,18,5,0.852
3447,14,23,5,0.693
3448,24,17,-5,0.529
3449,26,14,-5,0.9
3450,20,17,5,0.365
3451,25,15,-5,0.371
3452,17,20,-5,0.378
3453,20,20,0,0.0
3454,19,23,5,0.197
3455,12,19,-5,0.402
3456,15,22,5,0.822
3457,14,18,-5,1.053
3458,18,21,-5,1.074
