Games Played,Player Hand,Dealer Hand,Win/Loss ($),Count
5054,24,12,-5,-0.563
5055,18,18,0,-0.574
5056,20,17,5,-0.584
5057,18,24,5,-0.797
5058,15,18,-5,0.0
5059,21,12,7.5,-0.414
5060,20,22,5,-0.846
5061,13,21,-5,-0.432
5062,17,17,0,-0.22
5063,17,20,-5,-0.45
5064,20,20,0,-0.69
5065,21,19,5,-0.941
5066,20,20,0,-0.726
5067,26,19,-5,0.0
5068,16,20,-5,0.776
5069,19,21,-5,0.0
5070,17,18,-5,-0.539
5071,17,20,-5,-0.83
5072,12,25,5,0.0
5073,19,18,5,-0.294
5074,20,17,5,-1.202
5075,15,18,-5,-0.929
5076,16,24,5,-1.276
5077,18,17,5,-0.667
5078,23,12,-5,0.347
5079,14,24,5,0.0
5080,20,21,-5,0.377
5081,21,14,7.5,0.0
5082,18,18,0,0.0
5083,20,20,0,-0.419
5084,19,18,5,-1.3
5085,16,22,10,-0.456
5086,20,24,5,-1.908
5087,20,21,-5,-2.5
5088,20,18,5,0.0
5089,25,20,-5,-0.385
5090,21,21,0,-0.908
5091,17,19,-5,-0.528
5092,25,18,-5,-0.668
5093,20,24,5,-0.408
5094,19,17,5,-0.414
5095,17,25,5,-0.699
5096,18,18,0,0.986
5097,20,18,5,0.986
5098,22,18,-5,0.986
5099,13,25,5,-0.728
5100,19,20,-5,-1.178
5101,16,21,-5,-1.046
5102,21,4,7.5,-1.058
5103,17,22,5,-0.617
5104,18,17,5,-0.47
5105,17,18,-10,0.32
5106,24,20,-5,0.491
5107,19,18,5,0.498
5108,26,12,-5,1.016
5109,7,21,-5,1.03
5110,18,17,5,0.696
5111,16,22,5,0.531
5112,14,22,5,0.72
5113,18,19,-5,0.183
5114,19,20,-5,0.748
5115,18,18,0,0.986
5116,20,18,5,0.986
5117,22,18,-5,0.986
5118,24,20,-5,0.986
5119,17,20,-5,0.986
5120,23,11,-5,0.785
5121,20,20,0,1.004
5122,17,20,-5,0.612
5123,22,11,-5,0.832
5124,20,18,10,1.061
5125,12,17,-10,1.083
5126,27,20,-5,0.443
5127,23,9,-5,0.452
5128,19,17,5,0.462
5129,17,20,-5,0.473
5130,18,18,0,0.986
5131,20,18,5,0.986
5132,22,18,-5,0.986
5133,24,20,-5,0.986
5134,17,20,-5,0.986
5135,21,17,10,0.986
5136,18,17,10,0.986
5137,19,18,5,1.01
5138,17,24,5,0.776
5139,15,19,-5,1.6
5140,19,20,-5,1.642
5141,19,18,5,1.968
5142,17,21,-5,2.921
5143,16,22,5,2.705
5144,12,25,5,3.737
5145,19,20,-5,3.531
5146,22,11,-5,3.643
5147,19,23,5,3.763
5148,20,22,5,3.918
5149,20,20,0,2.93
5150,14,20,-10,3.036
5151,18,24,5,3.176
5152,13,21,-5,5.408
5153,13,19,-5,6.067
5154,14,26,5,6.33
5155,17,19,-5,6.618
5156,12,25,5,7.5
5157,20,24,5,-0.253
5158,20,21,-5,0.0
5159,12,22,5,0.0
5160,12,25,5,0.264
5161,24,15,-5,0.401
5162,12,26,10,0.272
5163,18,26,5,0.691
5164,17,19,-5,0.701
5165,23,19,-5,0.568
5166,12,23,5,0.576
5167,27,23,10,0.293
5168,15,19,-5,0.446
5169,13,19,-5,1.209
5170,13,27,5,1.857
5171,17,18,-5,2.042
5172,15,17,-5,2.233
5173,19,20,-5,1.776
5174,14,21,-5,1.635
5175,8,21,-5,1.656
5176,20,21,-5,1.857
5177,13,21,-5,1.711
5178,21,17,7.5,1.387
5179,13,22,5,1.234
5180,19,25,5,1.08
5181,20,18,5,1.099
5182,15,20,-5,1.122
5183,12,19,-5,1.333
5184,21,19,7.5,0.773
5185,13,18,-5,1.182
5186,16,17,-5,1.814
5187,25,18,-5,1.439
5188,19,17,5,1.468
5189,22,17,-5,1.284
5190,26,15,-5,1.316
5191,13,20,-5,1.569
5192,17,24,5,1.374
5193,8,21,-5,1.399
5194,22,11,-5,1.926
5195,20,24,5,1.479
5196,16,18,-10,2.283
5197,17,20,-5,1.552
5198,22,16,-5,2.4
5199,13,20,-5,2.737
5200,20,23,5,3.694
5201,22,9,-5,3.798
5202,26,11,-5,3.908
5203,19,18,10,5.325
5204,20,17,5,6.175
5205,12,20,-5,7.091
5206,13,26,10,8.548
5207,21,20,10,8.113
5208,13,25,5,8.859
5209,15,20,-5,9.6
5210,16,21,-5,9.079
5211,19,19,0,9.455
5212,13,21,-5,8.889
5213,18,21,-5,7.823
5214,17,20,-5,6.679
5215,15,26,5,-0.127
5216,16,24,10,-0.385
5217,15,17,-5,-0.26
5218,21,20,7.5,-0.788
5219,17,20,-5,-0.931
5220,16,20,-10,-0.271
5221,17,18,-5,-0.274
5222,18,24,5,-0.139
5223,15,22,5,0.142
5224,18,19,-5,-0.143
5225,20,20,0,0.341
5226,21,20,10,0.341
5227,14,17,-5,-0.444
5228,18,23,5,0.0
5229,15,23,5,0.0
5230,14,23,5,0.0
5231,14,19,-5,0.316
5232,15,20,-5,0.642
5233,17,25,10,0.654
5234,23,18,-5,0.498
5235,20,20,0,0.341
5236,21,20,10,0.341
5237,19,23,5,0.341
5238,19,23,5,0.341
5239,21,18,7.5,-0.173
5240,18,17,5,0.0
5241,12,20,-5,0.72
5242,12,17,-10,0.919
5243,14,18,-5,1.69
5244,20,20,0,0.952
5245,21,25,5,0.974
5246,19,22,5,0.595
5247,17,18,-5,1.016
5248,10,21,-5,1.032
5249,15,19,-5,1.48
5250,17,18,-5,1.074
5251,19,21,-5,1.097
5252,14,19,-5,1.569
5253,8,21,-5,1.596
5254,20,18,5,1.399
5255,19,26,5,0.954
5256,20,21,-5,0.488
5257,20,20,0,0.25
5258,6,21,-5,0.255
5259,19,22,5,0.525
5260,15,18,-5,1.906
5261,16,19,-5,2.53
5262,20,19,5,1.724
5263,20,19,5,1.477
5264,20,17,5,2.141
5265,17,24,5,2.22
5266,12,21,-5,3.291
5267,20,19,5,2.364
5268,20,20,0,2.094
5269,21,12,7.5,1.434
5270,13,26,5,2.245
5271,21,22,5,3.939
5272,19,21,-5,3.685
5273,18,17,5,4.727
5274,19,20,-5,3.556
5275,13,19,-5,5.153
5276,21,16,7.5,4.374
5277,14,17,-5,0.0
5278,18,18,0,0.256
5279,13,20,-5,0.389
5280,18,20,-5,0.263
5281,23,17,-5,-5.0
5282,19,17,5,-5.0
5283,22,17,-5,-5.0
5284,15,21,-5,0.413
5285,26,13,-5,0.559
5286,13,22,5,0.425
5287,18,24,5,0.144
5288,16,21,-5,-0.145
5289,19,23,5,-0.295
5290,20,17,5,-0.448
5291,18,20,-5,0.0
5292,26,17,10,0.0
5293,20,18,10,0.315
5294,20,18,5,-0.16
5295,20,18,5,-0.162
5296,17,25,5,-0.494
5297,19,19,0,-0.833
5298,14,20,-10,-0.678
5299,20,18,5,-0.861
5300,13,26,10,-0.529
5301,21,20,5,-0.897
5302,19,21,-5,-1.455
5303,19,19,0,-1.48
5304,23,20,-5,-1.884
5305,14,18,-5,-1.727
5306,19,26,5,-2.15
5307,21,21,0,-2.208
5308,23,19,-5,-2.661
5309,17,19,-5,-2.506
5310,20,20,0,-3.396
5311,17,19,-5,-3.884
5312,22,15,-5,-3.966
5313,19,24,5,-3.193
5314,19,20,-5,-3.946
5315,16,18,-5,-3.799
5316,20,20,0,-3.662
5317,16,17,-5,-3.5
5318,19,17,5,-4.078
5319,15,20,-5,-3.92
5320,19,17,5,-4.533
5321,20,17,5,-4.379
5322,19,20,-5,-5.059
5323,15,24,5,-5.2
5324,18,18,0,-4.483
5325,18,24,5,-4.699
5326,17,18,-5,-5.136
5327,15,21,-5,-5.595
5328,20,23,5,-6.458
5329,18,25,5,-7.027
5330,15,21,-5,-7.944
5331,19,18,5,-8.23
5332,19,26,5,-9.313
5333,20,17,10,-8.938
5334,20,18,5,-8.525
5335,18,21,-5,-6.386
5336,18,21,-5,-7.156
5337,23,17,-5,-5.0
5338,19,17,5,-5.0
5339,22,17,-5,-5.0
5340,20,22,5,0.127
5341,18,19,-5,-0.128
5342,12,23,5,-0.259
5343,13,23,5,0.0
5344,16,25,10,0.402
5345,17,19,-5,0.407
5346,19,24,5,0.552
5347,18,21,-5,0.139
5348,25,17,-5,0.0
5349,15,17,-10,0.576
5350,16,17,-5,0.73
5351,17,26,5,0.593
5352,21,18,10,1.04
5353,14,18,-10,1.04
5354,14,20,-5,0.306
5355,26,12,-5,0.31
5356,16,17,-5,0.314
5357,22,11,-5,0.479
5358,20,24,5,0.487
5359,20,20,0,0.997
5360,16,17,-5,1.182
5361,12,18,-5,1.373
5362,18,20,-5,1.926
5363,20,20,0,1.781
5364,20,22,5,1.449
5365,17,18,-5,1.286
5366,24,20,-5,1.126
5367,17,26,5,0.963
5368,12,25,5,1.379
5369,13,24,5,2.023
5370,14,18,-5,2.476
5371,15,21,-5,2.097
5372,18,24,5,3.25
5373,21,17,5,3.319
5374,18,21,-5,3.633
5375,20,20,0,3.25
5376,26,20,-5,2.862
5377,21,18,5,3.189
5378,21,19,7.5,2.5
5379,17,24,5,2.049
5380,13,25,5,1.838
5381,14,23,5,1.886
5382,14,26,5,1.947
5383,14,17,-10,2.0
5384,21,18,10,1.04
5385,14,18,-10,1.04
5386,16,17,-5,1.04
5387,13,17,-5,1.04
5388,20,18,5,2.447
5389,20,18,5,2.836
5390,11,21,-5,2.584
5391,21,20,7.5,1.325
5392,21,18,10,1.04
5393,14,18,-10,1.04
5394,16,17,-5,1.04
5395,13,17,-5,1.04
5396,21,18,5,1.04
5397,18,18,0,1.04
5398,20,18,5,0.717
5399,21,17,5,1.898
5400,20,17,5,1.173
5401,12,21,-5,0.806
5402,23,14,-5,0.839
5403,22,15,-5,1.311
5404,17,22,5,0.456
5405,18,21,-5,1.444
5406,17,19,-5,0.636
5407,27,26,10,0.387
5408,19,17,5,0.523
5409,20,19,5,0.531
5410,17,25,5,0.404
5411,21,19,10,0.409
5412,18,23,5,0.834
5413,13,25,10,1.13
5414,19,21,-5,1.006
5415,21,26,5,0.876
5416,21,21,0,1.04
5417,17,21,-5,0.904
5418,18,19,-5,0.767
5419,20,21,-5,-1.5
5420,18,21,-5,-1.5
5421,18,20,-5,1.61
5422,20,18,5,1.804
5423,18,19,-5,2.174
5424,20,18,5,2.209
5425,15,26,5,2.246
5426,18,19,-5,2.284
5427,18,18,0,2.323
5428,14,18,-5,2.727
5429,23,17,-5,3.157
5430,19,19,0,2.826
5431,25,17,-5,3.286
5432,12,25,5,3.361
5433,15,21,-5,3.212
5434,17,18,-5,3.48
5435,20,21,-5,-1.5
5436,18,21,-5,-1.5
5437,21,18,10,-1.5
5438,21,18,10,-1.5
5439,21,24,10,2.805
5440,20,21,-5,-1.5
5441,18,21,-5,-1.5
5442,21,18,10,-1.5
5443,21,18,10,-1.5
5444,15,22,10,-1.5
5445,17,22,5,-1.5
5446,20,25,5,2.978
5447,21,10,7.5,3.031
5448,21,14,7.5,2.849
5449,20,21,-5,1.935
5450,21,20,10,1.733
5451,23,10,-5,2.029
5452,20,20,0,1.035
5453,21,9,7.5,1.056
5454,21,17,7.5,0.539
5455,17,19,-5,0.0
5456,20,21,-5,0.0
5457,15,21,-5,-0.581
5458,18,18,0,-1.189
5459,13,17,-10,-1.224
5460,23,20,-5,-1.891
5461,16,17,-10,-2.275
5462,21,14,7.5,-3.0
5463,18,20,-5,-2.08
5464,14,26,5,-2.167
5465,20,20,0,-3.714
5466,14,25,5,-3.881
5467,15,26,5,-4.434
5468,17,21,-10,-2.984
5469,18,20,-5,-3.111
5470,21,19,10,-3.25
5471,20,21,-5,-1.5
5472,18,21,-5,-1.5
5473,21,18,10,-1.5
5474,21,18,10,-1.5
5475,15,22,10,-1.5
5476,17,22,5,-1.5
5477,16,20,-5,0.38
5478,19,18,5,0.385
5479,13,21,-5,0.652
5480,15,19,-5,0.924
5481,19,18,5,0.667
5482,20,20,0,0.135
5483,24,12,-5,0.273
5484,16,24,5,0.277
5485,21,22,10,0.283
5486,12,17,-5,0.716
5487,19,18,5,0.726
5488,18,19,-5,0.884
5489,14,25,5,1.049
5490,19,21,-5,0.606
5491,19,20,-5,0.153
5492,20,20,0,-0.156
5493,20,23,5,-0.159
5494,18,20,-5,0.0
5495,22,15,-5,0.0
5496,22,20,-5,0.0
5497,17,17,0,0.0
5498,28,23,10,-0.518
5499,21,17,5,-0.353
5500,22,12,-5,-0.359
5501,20,24,5,-0.915
5502,20,24,5,-1.305
5503,17,23,5,-1.353
5504,18,23,5,-1.353
5505,17,23,5,-1.353
5506,16,18,-5,-1.182
5507,17,17,0,-1.4
5508,14,21,-5,-0.819
5509,26,18,-5,-1.057
5510,23,13,-5,-1.079
5511,16,23,5,-1.322
5512,12,24,5,-1.351
5513,15,17,-10,-1.15
5514,20,18,5,-1.182
5515,22,20,-5,-1.935
5516,20,18,5,-2.229
5517,14,21,-5,-1.529
5518,18,18,0,-2.08
5519,19,26,5,-2.144
5520,20,17,5,-2.201
5521,21,17,5,-1.421
5522,12,26,10,-1.182
5523,20,19,5,-1.52
5524,19,19,0,-0.945
5525,19,22,5,-0.975
5526,21,8,7.5,-1.0
5527,15,19,-5,-0.689
5528,14,22,5,-0.712
5529,18,25,5,-0.743
5530,14,26,5,0.0
5531,16,21,-5,2.047
5532,14,18,-5,2.557
5533,20,19,5,2.667
5534,21,21,0,0.92
5535,26,11,-5,1.458
5536,19,21,-5,0.127
5537,20,17,5,0.0
5538,19,17,5,-0.129
5539,18,20,-5,-1.631
5540,18,20,-5,-1.631
5541,18,20,-5,-1.631
5542,17,17,0,0.27
5543,20,19,5,-0.136
5544,19,26,5,-0.277
5545,18,20,-5,-0.701
5546,23,17,-5,-0.995
5547,19,19,0,-1.293
5548,25,17,-5,-1.602
5549,16,26,10,-1.486
5550,14,19,-10,-1.058
5551,20,24,5,-1.534
5552,19,19,0,-1.557
5553,21,23,5,-1.585
5554,21,11,7.5,-1.765
5555,18,23,10,-1.635
5556,21,21,0,-2.318
5557,21,20,5,-2.524
5558,15,25,5,-2.403
5559,24,10,-5,-2.268
5560,18,24,10,-2.144
5561,20,21,-5,-1.831
5562,16,18,-5,-1.677
5563,23,15,-5,-1.708
5564,22,15,-5,-1.74
5565,21,19,5,-1.582
5566,18,20,-5,-1.631
5567,18,20,-5,-1.631
5568,18,20,-5,-1.631
5569,16,19,-5,-1.631
5570,27,19,10,-1.631
5571,26,12,-5,-1.664
5572,19,20,-5,-1.91
5573,17,26,10,-1.741
5574,18,20,-5,-2.0
5575,22,20,-5,-2.498
5576,12,18,-5,-2.321
5577,14,20,-5,-2.137
5578,21,14,7.5,-2.419
5579,19,19,0,-2.476
5580,26,14,-5,-2.039
5581,19,18,5,-2.09
5582,17,18,-5,-1.347
5583,13,25,5,-0.834
5584,20,18,5,-1.421
5585,19,20,-5,-0.591
5586,15,23,5,-0.608
5587,12,21,-10,-0.315
5588,21,17,7.5,-1.292
5589,18,18,0,-1.333
5590,12,17,-5,-1.387
5591,21,14,7.5,-2.137
5592,20,21,-5,-2.229
5593,21,18,5,-2.696
5594,12,17,-5,-2.779
5595,15,17,-5,-2.476
5596,18,21,-5,-3.033
5597,26,20,-5,-4.142
5598,23,20,-5,-5.296
5599,21,13,7.5,-6.5
5600,21,12,7.5,-0.252
5601,21,22,5,0.0
5602,18,18,0,-0.259
5603,20,18,5,0.452
5604,20,18,5,0.452
5605,19,17,5,0.135
5606,18,21,-5,-0.272
5607,18,22,5,-0.276
5608,20,17,5,-0.419
5609,17,20,-5,-0.142
5610,25,20,-5,-0.578
5611,22,19,-5,-0.732
5612,24,20,-5,-1.189
5613,16,21,-5,-1.503
5614,21,14,7.5,-1.673
5615,18,23,5,-1.548
5616,19,23,5,-1.728
5617,17,17,0,-1.755
5618,17,19,-5,-2.099
5619,25,16,-5,-1.975
5620,12,21,-5,-1.839
5621,20,23,5,-1.368
5622,14,22,5,-1.217
5623,20,24,5,-1.242
5624,19,20,-5,-1.268
5625,12,20,-10,-0.371
5626,13,20,-10,0.571
5627,19,23,5,1.173
5628,22,20,-5,0.996
5629,12,20,-5,1.219
5630,7,21,-5,1.238
5631,19,18,10,1.691
5632,20,19,5,1.074
5633,17,22,5,0.219
5634,21,20,7.5,-0.67
5635,21,20,7.5,-1.59
5636,17,19,-5,-1.849
5637,19,19,0,-1.891
5638,17,20,-5,-2.177
5639,15,23,5,-2.476
5640,20,18,5,0.452
5641,20,18,5,0.452
5642,12,22,5,0.452
5643,17,22,5,0.452
5644,12,22,5,0.452
5645,20,20,0,-2.167
5646,25,18,-5,-2.237
5647,16,18,-5,-1.156
5648,14,25,5,-1.486
5649,20,19,5,-0.923
5650,17,17,0,-1.261
5651,8,21,-5,-1.292
5652,13,17,-10,-0.667
5653,25,9,-5,-0.344
5654,25,17,-5,-1.068
5655,22,19,-5,-1.844
5656,15,21,-5,-0.776
5657,19,19,0,0.409
5658,23,13,-5,0.426
5659,20,18,5,0.452
5660,20,18,5,0.452
5661,12,22,5,0.452
5662,17,22,5,0.452
5663,12,22,5,0.452
5664,15,21,-5,0.452
5665,18,21,-5,0.452
5666,21,24,10,0.0
5667,16,18,-5,1.0
5668,21,16,7.5,-0.252
5669,8,21,-5,-0.255
5670,21,16,7.5,-0.515
5671,17,22,5,-0.521
5672,16,22,5,-0.528
5673,18,20,-5,0.0
5674,19,20,-5,-0.407
5675,13,17,-5,-0.274
5676,21,18,5,-0.278
5677,19,17,5,-0.562
5678,19,19,0,0.0
5679,14,19,-5,0.73
5680,20,19,5,0.741
5681,21,13,7.5,0.45
5682,20,17,5,1.224
5683,13,23,5,1.397
5684,19,18,5,1.1
5685,15,21,-5,0.954
5686,14,20,-5,1.292
5687,20,22,5,0.984
5688,12,23,5,1.0
5689,13,24,10,1.359
5690,12,23,5,2.443
5691,19,24,5,2.493
5692,20,18,5,1.986
5693,26,13,-5,1.844
5694,15,17,-5,2.253
5695,25,17,-5,1.912
5696,18,18,0,1.948
5697,18,17,5,1.985
5698,21,19,10,2.234
5699,20,18,5,2.279
5700,16,17,-5,2.537
5701,12,26,5,2.373
5702,20,20,0,1.536
5703,13,24,5,1.345
5704,20,20,0,1.381
5705,20,18,5,1.412
5706,20,17,5,0.719
5707,18,20,-5,0.491
5708,19,19,0,0.251
5709,26,15,-5,0.0
5710,23,18,-5,-0.264
5711,20,25,5,-0.812
5712,20,19,5,-1.66
5713,19,26,5,-2.273
5714,12,24,5,-2.337
5715,14,24,5,-2.419
5716,16,20,-10,-2.491
5717,12,24,5,-1.938
5718,19,20,-5,-1.677
5719,13,24,5,-2.08
5720,19,19,0,-2.152
5721,23,20,-5,-3.343
5722,24,14,-5,-3.081
5723,13,23,5,-3.6
5724,19,24,5,-3.355
5725,20,18,5,-4.333
5726,13,24,5,-4.105
5727,20,19,5,-5.2
5728,14,17,-5,-4.457
5729,20,20,0,-0.127
5730,17,18,-5,-0.128
5731,19,18,5,0.0
5732,18,20,-5,-0.394
5733,20,20,0,-0.929
5734,16,24,5,-1.075
5735,19,17,5,-1.089
5736,19,19,0,-0.83
5737,14,27,5,-0.843
5738,12,18,-5,-0.712
5739,26,19,-5,-0.872
5740,24,18,-5,-1.031
5741,18,17,5,-0.899
5742,20,21,-5,-0.459
5743,18,25,5,-0.311
5744,21,19,7.5,-0.788
5745,17,26,5,-1.12
5746,21,23,10,-1.141
5747,17,22,5,-0.468
5748,12,22,10,-0.468
5749,17,21,-5,-1.19
5750,18,20,-5,-1.382
5751,13,18,-5,-1.054
5752,20,25,5,-1.26
5753,20,18,5,-1.825
5754,17,25,5,-1.864
5755,19,19,0,-1.147
5756,15,21,-5,-1.552
5757,20,18,5,-1.97
5758,18,18,0,-2.008
5759,14,18,-5,-1.843
5760,17,19,-5,-1.258
5761,20,19,5,-1.918
5762,9,21,-5,-2.167
5763,17,23,5,-1.778
5764,20,18,5,-1.817
5765,17,18,-5,-1.393
5766,15,22,5,-1.662
5767,16,19,-5,-1.458
5768,20,23,5,-0.765
5769,12,22,5,0.263
5770,22,19,-5,1.089
5771,16,25,5,1.978
5772,21,17,5,1.743
5773,20,23,5,1.512
5774,17,21,-5,2.506
5775,13,21,-5,1.926
5776,20,20,0,1.656
5777,26,18,-5,1.026
5778,20,17,5,0.0
5779,25,20,-5,-1.106
5780,13,25,5,-0.388
5781,27,14,-5,-0.403
5782,18,22,5,0.0
5783,23,20,-5,-0.881
5784,17,22,5,-0.468
5785,12,22,10,-0.468
5786,17,18,-10,-0.468
5787,13,18,-10,-0.468
5788,12,17,-10,0.495
5789,17,20,-5,0.254
5790,17,19,-10,1.032
5791,9,21,-5,1.043
5792,18,20,-5,0.658
5793,16,22,5,0.533
5794,17,22,5,0.405
5795,21,14,7.5,0.136
5796,18,18,0,-0.138
5797,20,22,5,-0.28
5798,23,15,-5,-0.425
5799,24,14,-5,-0.431
5800,18,26,5,-0.584
5801,22,13,-5,-0.593
5802,14,23,5,-0.301
5803,16,20,-5,-3.41
5804,23,20,-5,-3.41
5805,19,22,5,0.159
5806,18,19,-5,0.161
5807,21,24,5,0.662
5808,14,21,-5,0.844
5809,18,20,-5,0.686
5810,19,26,5,0.349
5811,16,20,-5,-3.41
5812,23,20,-5,-3.41
5813,20,18,5,-3.41
5814,18,18,0,-3.41
5815,17,18,-5,-3.41
5816,15,21,-5,0.553
5817,25,19,-5,0.377
5818,19,20,-5,0.578
5819,18,20,-5,0.392
5820,15,23,5,1.008
5821,20,24,5,0.617
5822,12,25,5,0.419
5823,18,20,-5,0.214
5824,23,20,-5,0.0
5825,5,21,-5,0.0
5826,20,17,5,-0.678
5827,16,26,5,-0.924
5828,19,18,5,-0.945
5829,25,10,-5,-0.967
5830,20,20,0,-1.972
5831,14,18,-5,-1.767
5832,18,20,-5,-2.574
5833,15,18,-5,-2.376
5834,20,20,0,-2.979
5835,27,15,-5,-3.059
5836,25,20,-5,-4.0
5837,17,19,-5,-4.674
5838,18,17,5,-3.649
5839,20,17,5,-3.759
5840,17,20,-5,-4.173
5841,19,17,5,-2.684
5842,16,20,-5,-3.41
5843,23,20,-5,-3.41
5844,20,18,5,-3.41
5845,18,18,0,-3.41
5846,17,18,-5,-3.41
5847,18,20,-5,-3.41
5848,18,20,-5,-3.41
5849,12,18,-5,-2.197
5850,24,17,-5,-3.036
5851,19,24,5,-2.382
5852,16,20,-5,-3.41
5853,23,20,-5,-3.41
5854,20,18,5,-3.41
5855,18,18,0,-3.41
5856,17,18,-5,-3.41
5857,18,20,-5,-3.41
5858,18,20,-5,-3.41
5859,21,25,10,-3.41
5860,16,25,10,-3.41
5861,17,23,5,-3.138
5862,20,19,5,-2.836
5863,17,19,-5,-2.476
5864,19,20,-5,-0.379
5865,13,18,-5,7.6
5866,19,18,5,7.6
5867,20,25,5,-0.261
5868,15,24,5,-0.265
5869,17,20,-5,-0.268
5870,20,18,5,-0.272
5871,20,21,-5,-0.276
5872,15,21,-5,-0.14
5873,19,24,5,-0.142
5874,12,25,5,-0.288
5875,14,20,-5,0.146
5876,17,19,-5,0.745
5877,20,26,5,0.302
5878,20,18,5,0.307
5879,13,18,-5,7.6
5880,19,18,5,7.6
5881,13,23,5,7.6
5882,13,23,5,7.6
5883,13,19,-5,1.12
5884,14,20,-5,1.63
5885,19,27,5,1.661
5886,19,20,-5,1.178
5887,20,20,0,0.858
5888,13,18,-5,7.6
5889,19,18,5,7.6
5890,13,23,5,7.6
5891,13,23,5,7.6
5892,19,22,5,7.6
5893,13,22,5,7.6
5894,19,22,5,1.806
5895,18,18,0,1.837
5896,19,20,-10,2.253
5897,19,17,5,2.294
5898,23,12,-5,2.158
5899,15,17,-5,2.4
5900,21,17,10,2.866
5901,17,19,-5,3.368
5902,12,17,-5,3.638
5903,21,19,10,3.496
5904,13,18,-5,7.6
5905,19,18,5,7.6
5906,13,23,5,7.6
5907,13,23,5,7.6
5908,19,22,5,7.6
5909,13,22,5,7.6
5910,18,19,-5,7.6
5911,21,19,10,7.6
5912,25,19,-5,7.6
5913,14,20,-5,4.216
5914,17,26,5,4.574
5915,19,19,0,4.17
5916,12,19,-10,5.58
5917,20,18,5,5.72
5918,21,20,10,5.333
5919,19,25,5,5.228
5920,23,18,-5,4.804
5921,24,17,-5,4.358
5922,18,25,10,4.509
5923,19,22,5,4.024
5924,21,20,5,4.494
5925,20,21,-5,4.667
5926,12,22,5,4.821
5927,18,20,-5,6.5
5928,20,19,5,7.971
5929,13,18,-5,7.6
5930,19,18,5,7.6
5931,13,23,5,7.6
5932,13,23,5,7.6
5933,19,22,5,7.6
5934,13,22,5,7.6
5935,18,19,-5,7.6
5936,21,19,10,7.6
5937,25,19,-5,7.6
5938,19,24,5,7.6
5939,16,24,5,7.6
5940,20,22,10,9.301
5941,12,21,-5,7.866
5942,12,18,-5,8.743
5943,25,16,-5,8.667
5944,17,19,-5,8.0
5945,17,25,5,-0.127
5946,13,17,-5,0.0
5947,20,24,5,-0.26
5948,12,18,-10,-0.132
5949,17,27,5,-0.268
5950,14,20,-5,0.136
5951,18,26,10,0.416
5952,12,26,5,0.281
5953,20,19,5,-0.142
5954,18,21,-5,-0.144
5955,21,21,0,0.0
5956,16,20,-5,0.149
5957,24,20,-5,-0.152
5958,12,25,5,0.154
5959,20,25,5,-0.313
5960,14,21,-5,-0.634
5961,19,20,-5,-0.963
5962,20,19,5,-1.308
5963,20,27,5,-1.827
5964,16,21,-5,-1.688
5965,19,17,5,-1.545
5966,26,17,-5,-1.919
5967,19,18,5,-1.43
5968,19,20,-5,-1.812
5969,20,17,5,-2.021
5970,18,23,10,-1.69
5971,13,26,5,-1.721
5972,21,12,7.5,-1.94
5973,25,12,-5,-1.977
5974,13,26,5,-2.217
5975,12,17,-10,-2.261
5976,13,18,-5,-1.474
5977,18,20,-5,-1.295
5978,21,16,7.5,-1.755
5979,15,21,-5,-2.232
5980,19,17,5,-2.725
5981,14,18,-5,-4.727
5982,13,18,-5,-4.727
5983,17,21,-5,-2.624
5984,20,22,5,-2.464
5985,20,20,0,-2.029
5986,25,13,-5,-2.08
5987,14,18,-5,-4.727
5988,13,18,-5,-4.727
5989,20,23,5,-4.727
5990,12,23,5,-4.727
5991,20,17,5,-2.781
5992,19,17,5,-3.41
5993,20,25,10,-3.232
5994,18,21,-5,-3.326
5995,25,17,-5,-3.737
5996,19,20,-5,-3.876
5997,18,17,5,-3.667
5998,14,25,5,-3.788
5999,17,22,5,-3.918
6000,13,25,5,-3.367
6001,20,19,5,-3.881
6002,21,17,10,-4.434
6003,20,17,5,-5.073
6004,12,23,5,-5.288
6005,14,18,-5,-4.727
6006,13,18,-5,-4.727
6007,20,23,5,-4.727
6008,12,23,5,-4.727
6009,13,17,-5,-4.727
6010,15,17,-5,-4.727
6011,14,26,10,-4.0
6012,14,22,5,0.127
6013,23,20,-5,0.0
6014,17,22,5,-0.26
6015,15,25,5,0.132
6016,15,18,-5,0.267
6017,18,20,-5,-0.135
6018,23,20,-5,-0.411
6019,15,21,-5,-0.139
6020,19,17,10,0.283
6021,15,20,-10,0.287
6022,15,18,-10,0.876
6023,14,21,-5,1.037
6024,17,25,5,0.907
6025,17,20,-5,0.92
6026,20,20,0,0.31
6027,16,21,-5,0.315
6028,20,17,5,0.0
6029,21,26,5,0.163
6030,14,18,-5,0.831
6031,17,17,0,1.013
6032,12,24,5,1.03
6033,18,22,10,2.323
6034,12,22,5,2.323
6035,13,22,10,2.323
6036,21,20,5,2.182
6037,20,23,5,2.229
6038,14,18,-10,2.467
6039,18,17,5,2.119
6040,26,16,-5,2.364
6041,17,23,5,2.208
6042,12,17,-5,2.457
6043,19,25,5,3.158
6044,13,22,5,3.668
6045,20,20,0,3.525
6046,16,21,-5,3.138
6047,19,19,0,2.737
6048,23,18,-5,2.798
6049,16,23,5,3.115
6050,17,20,-5,2.441
6051,24,20,-5,2.0
